element_id,sbml_type,element_name,unit,annotation_type,qualifier,URI,remark
AFeces,species,Amount in the feces,ug,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00275,
AFeces,species,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_39421,
BW,parameter,Bodyweight,kg,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00008,
BW,parameter,,,rdf,BQB_IS,,
VLc,parameter,Volume fraction of the liver,L/kg,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00078,
VLc,parameter,,,rdf,BQB_IS,,
VPlasmac,parameter,Volume fraction of plasma,L/kg,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00104,
VPlasmac,parameter,,,rdf,BQB_IS,,
VL,parameter,Liver volume,L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00077,
VL,parameter,,,rdf,BQB_IS,,
VPlasma,parameter,Plasma volume,L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00103,
VPlasma,parameter,,,rdf,BQB_IS,,
VRest,parameter,Volume of the rest compartment,L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00105,
VRest,parameter,,,rdf,BQB_IS,,
QC,parameter,Cardiac output,L/d,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00013,
QC,parameter,,,rdf,BQB_IS,,
QPlasma,parameter,Cardiac output of plasma,L/d,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00528,
QPlasma,parameter,,,rdf,BQB_IS,,
Htc,parameter,Hematocrit,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00527,
Htc,parameter,,,rdf,BQB_IS,,
QLc,parameter,Fraction of blood flow to liver,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00025,
QLc,parameter,,,rdf,BQB_IS,,
QL,parameter,Blood flow to liver,L/d,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00024,
QL,parameter,,,rdf,BQB_IS,,
QRest,parameter,Blood flow to rest of body,L/d,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00050,
QRest,parameter,,,rdf,BQB_IS,,
Free,parameter,Unbound fraction,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00149,
Free,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_39421,
kstoC,parameter,Intrinsic gastric emptying rate,1/(d.kg^-0.25),rdf,BQM_IS,,
kstoC,parameter,,,rdf,BQB_IS,,
ksto,parameter,Gastric emptying rate,/d,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00143,
ksto,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_39421,
kabsC,parameter,Intrinsic absorption rate,1/(d.kg^-0.25),rdf,BQM_IS,,
kabsC,parameter,,,rdf,BQB_IS,,
kabs,parameter,Absorption rate constant,/d,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00142,
kabs,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_39421,
k0C,parameter,Intrinsic uptake rate from the stomach,1/(d.kg^-0.25),rdf,BQM_IS,,
k0C,parameter,,,rdf,BQB_IS,,
k0,parameter,Stomach uptake rate,/d,rdf,BQM_IS,,
k0,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_39421,
kfeC,parameter,Intrinsic fecal excretion rate,1/(d.kg^-0.25),rdf,BQM_IS,,
kfeC,parameter,,,rdf,BQB_IS,,
kfe,parameter,Fecal excretion rate,/d,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00236,
kfe,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_39421,
kbiliaryC,parameter,Intrinsic biliary excretion rate,1/(d.kg^-0.25),rdf,BQM_IS,,
kbiliaryC,parameter,,,rdf,BQB_IS,,
kbiliary,parameter,Biliary excretion rate,/d,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00233,
kbiliary,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_39421,
PL,parameter,Liver to plasma partition coefficient,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00170,
PL,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_39421,
PRest,parameter,Rest of body to plasma partition coefficient,UNITLESS,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00518,
PRest,parameter,,,rdf,BQB_IS,http://purl.obolibrary.org/obo/CHEBI_39421,
CLiver,parameter,Concentration in liver,ug/L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00539,
CLiver,parameter,,,rdf,BQB_IS,,
CPlasma,parameter,Unbound concentration in plasma,ug/L,rdf,BQM_IS,,
CPlasma,parameter,,,rdf,BQB_IS,,
CPlasmaTotal,parameter,Total concentration in plasma,ug/L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00549,
CPlasmaTotal,parameter,,,rdf,BQB_IS,,
CRest,parameter,Concentration in rest of body,ug/L,rdf,BQM_IS,http://purl.obolibrary.org/obo/PBPKO_00548,
CRest,parameter,,,rdf,BQB_IS,,
